dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,overview,address,website,activities,sports,postcode,lat,lon,diversity_index,number_of_activities,number_of_sports,student_trust_score,crime_rate,avg_rent_per_sqft,rent_level
23K647,High school,2008,Brooklyn,Brownsville,K,23,Metropolitan Diploma Plus High School,2018,227,48.0,52.0,0.4,78.9,17.6,1.8000000000000005,1.3,37.0,3.1,92.5,168.0,60.11,39.33,0.0,450.0,40.22,20.89,"Metropolitan Diploma Plus High School is a learning community where adults are committed to supporting students' potential as they reconnect to education and embark on paths filled with opportunity. Through collaboration with New York City Mission Society and Single Shepherd, students can participate in real-world experiences that provide challenges, knowledge, choice, and positive outcomes. Students engage in learning experiences to improve college- and career-readiness skills. Youth development and leadership play an important role as students re-engage in high school.",985 Rockaway Avenue,schools.nyc.gov/SchoolPortals/23/K647,Not specified,Not specified,11212,40.655644,-73.906662,34.59939999999999,0,0,7.66,31.4927891633372,26.724416666666666,2.0
23K697,Secondary School,2001,Brooklyn,Brownsville,K,23,Teachers Preparatory High School,2018,205,49.3,50.7,2.0,78.5,15.6,0.5,3.4000000000000004,39.5,9.3,93.2,178.0,74.37,20.1,5.03,330.0,72.42,9.39,"We provide a curriculum that encourages students to enter teaching and related professions. We offer 2 programs that begin in the 10th grade. Our Arts Centered Program is for students interested in the arts, including studio art, performance art, dance, and music. Our Teach for Tomorrow program is for students interested in careers in education. Teach for Tomorrow includes training at local elementary and middle schools. Our students take college level courses at LIU, Medgar Evers and with a dual-college program with Buffalo State College.",226 Bristol Street,Teachersprep.org,"Art Club, Boys' Leadership, Cheerleading, Double Dutch, Drama, Educator's Rising Pre-Education Organization, Game Design Club, Girls' Leadership and Mentorship (GLAM), Mentoring, National Honor Society, Newsletter, Peer Mediation, Peer Tutoring, Praise Dance Troupe, Step Team, Yearbook",Our student athletes join students from Frederick Douglass Academy VII High School to compete in the Public Schools Athletic League (PSAL).,11212,40.665568,-73.912102,35.78579999999999,16,1,6.28,31.4927891633372,26.724416666666666,2.0
24Q236,High school,2013,Queens,Elmhurst,Q,24,International High School for Health Sciences,2018,273,51.6,48.4,23.1,4.4,64.8,1.1,6.6000000000000005,3.3000000000000003,74.7,90.8,167.0,87.08,12.55,0.0,321.0,57.01,24.3,"We offer English Language Learners who are new to the country an opportunity to develop skills necessary to pursue college and careers in healthcare. Classes focus on reading, writing, and communicating in English while also providing opportunities to maintain students' native languages. We give our students experiences in local healthcare settings before they graduate. Students gain practical skills including CPR and first aid, explore careers through 11th grade internships at local medical centers, and take early college coursework with our university partners. These hands-on opportunities both provide a context for language acquisition and allow students to use their native language as an asset in their service to the community.",48-01 90th Street,ihshealthsciences.org,"AM Help, Astronomy, Anime, Arts Club, Arts Magazine, Film Club, Fitness Club, French Heritage Language Program, Gardening Club, Online Course Support, Peer Tutoring, PM Help, Portfolio Mentoring, SAT Prep, Saturday Math Academy, Science Club, Sports Club, Student Government, Tech/Media Club","Baseball, Boys Basketball Soccer, Track, Wrestling",11373,40.740824,-73.87412900000002,52.032199999999996,19,4,8.6,58.211057171854655,32.201528894386044,3.0
24Q264,High school,2005,Queens,Hunters Point-Sunnyside,Q,24,Academy of Finance and Enterprise,2018,649,52.40000000000001,47.6,25.1,4.5,50.7,4.2,15.6,12.8,5.7,80.7,167.0,93.17,6.68,0.0,659.0,95.14,1.06,"The mission of the Academy of Finance and Enterprise is to provide students with an academic, business/financial, and technology program that is challenging, student centered, and project-based. Students are exposed to the world of global business and are inspired to become respectful and successful members of a continually evolving community. Students participate in mentoring, job shadowing, community service, and paid internships.",30-20 Thomson Avenue,AOFEHS.org,"After-School Tutoring, AP Prep, Art, Computer, Cooking, Dance, Drama, Entrepreneurship, Environmental, Filipino American Human Services Inc. (FAHSI), Guitar, Honor Society, Journalism, Kaplan SAT Program for Juniors and Sophomores, Leadership, Music, New York Cares, Rewarding Achievement (REACH), Student Government, Visual Arts, Yoga",Not specified,11101,40.744175,-73.937004,65.1825,21,0,7.48,58.211057171854655,37.11582142857144,3.0
24Q267,High school,2005,Queens,Hunters Point-Sunnyside,Q,24,High School of Applied Communication,2018,407,48.4,51.6,14.499999999999998,8.1,61.7,2.7,13.0,17.2,6.9,74.7,167.0,90.25,9.5,0.0,457.0,86.43,5.91,"We are a small, intimate environment for students to grow, learn, and prepare for college and career. Through our college preparatory curriculum and advanced technology and career program, we focus on the crucial life skills of problem solving, critical thinking, and literacy as well as the highly marketable computer graphics, web design, arts, language, and visual communication skills. We offer college-level Advanced Placement and CUNY College Now courses for advanced college credit. Our advisory program for freshmen fosters high expectations and academic achievement in a positive and supportive learning environment to promote college and career readiness and offer students many pathways to success in the 21st century.",30-20 Thomson Avenue,hsacny.com,"After-School Tutoring, Computer Graphics & Interactive Media Club, LGBTQ Club, National Honors Society, Peer Mediation, Senior Committee, Student Government, Technology Team",Table Tennis,11101,40.744175,-73.937004,57.409600000000005,8,1,4.4,58.211057171854655,37.11582142857144,3.0
24Q293,High school,2008,Queens,Elmhurst,Q,24,Civic Leadership Academy,2018,593,53.6,46.4,13.2,4.9,69.0,6.9,6.1,19.9,6.6000000000000005,76.1,167.0,91.13,8.7,0.0,587.0,94.04,3.24,"Civic Leadership Academy is a small school offering a challenging academic program with the goal of every student going to college. Our high expectations and focus on strong work habits, combined with an emphasis on critical reading, writing, and thinking skills, promote college and career readiness. The learning environment is highly personalized and supported by a dedicated and caring staff. Our curriculum is enhanced by a focus on community service, which gives students opportunities to discover their place in the world and their capacity to make a difference in their communities. We encourage parents to take an active role in helping us reach the goal of every student going to college.",45-10 94th Street,CLANYC.org,Not specified,"Boys: Flag Football, Soccer",11373,40.743228,-73.871505,49.55930000000001,0,2,6.46,58.211057171854655,32.201528894386044,3.0
24Q296,High school,2007,Queens,Elmhurst,Q,24,Pan American International High School,2018,423,44.7,55.3,0.0,0.2,99.1,0.5,0.2,2.8,84.2,84.2,167.0,93.19,6.81,0.0,454.0,87.22,9.47,"The Pan American International High School is a diverse learning community of recently-immigrated English Language Learners (ELLs). Our primary focus is English language development, while providing opportunities for students to enhance their Spanish language skills. Our partnerships with organizations such as Urban Arts cultivate the leadership of students in their communities through service, learning projects, internships, and the arts. We are committed to creating an environment that celebrates students' individual identities while preparing them to be successful in college and become productive members of the global community.",45-10 94th Street,panamericanihs.org,"Advanced English, Art Club, Art Design and Exhibition, Asian Appreciation Club, Baile Folklorico/Dance Club, ELA/Math Regents Prep, English as a New Language Beginners Class, Family Festivals, Fresh Prep, Guitar/Music Club, Latino Youth for Higher Education Program (LYHEP), Leadership Project/Student Congress, Movie Club, Newspaper, Peer Tutoring, Photography, Social Action Projects and Campaigns, Spanish Literacy, Sports, Story Studio, Student Life, Talent Show, Theater, Zumba Classes","Badminton, Baseball, Basketball, Fitness, Football, Soccer, Volleyball, Yoga",11373,40.743228,-73.871505,1.7885999999999957,24,8,9.06,58.211057171854655,32.201528894386044,3.0
24Q299,High school,2008,Queens,Hunters Point-Sunnyside,Q,24,Bard High School Early College Queens,2018,643,61.6,38.4,35.8,10.3,18.8,2.8,32.3,5.3,0.2,42.6,168.0,96.42,3.43,0.0,740.0,99.73,0.0,"Bard High School Early College Queens (BHSEC Queens) was founded on the belief that many students are ready to do serious college work at age 16. Bard College, in partnership with the New York City Department of Education, has created an innovative program that enables high school students to move, in four years, from ninth grade through the first two years of college. During this time, students will earn a high school diploma, up to 60 college credits, and an Associate of Arts (AA) degree upon graduation. We have a very welcoming environment for all students with over 30 different home languages, a gender neutral bathroom, and a variety of clubs to celebrate the strength and unity of our differences.",30-20 Thomson Avenue,bard.edu/earlycollege,"3D Printing, Anime, BHSEC Cares, Black Student Union, Body Love, Community Council, Cooking Chemistry, Cultura Latina, Debate, Feminism, Fencing, Filipino Culture, Girls Who Code, Habitat for Humanity, Hip Hop, K-Pop Hallyu, Literary Magazine HYPE, Math Team, Model UN, Moving Pictures Society, Music, Muslim Student Association, Newspaper B.Q. Broadside Peer Mentors, Peer Tutors, Robotics, Seekers, Step Team, Student Ambassadors, Student Government, The Alliance (QSA), Weight Training","Flag Football, Soccer",11101,40.744175,-73.937004,72.077,31,2,7.800000000000001,58.211057171854655,37.11582142857144,3.0
24Q455,High school,1922,Queens,Elmhurst,Q,24,Newtown High School,2018,1805,38.6,61.4,25.4,8.0,59.6,2.3,4.8,13.8,23.9,76.1,167.0,89.11,10.84,0.0,2656.0,72.59,13.59,"We are devoted to building a community of critical thinkers. We embrace diversity as an aid to learning and to the development of strong community spirit. We strive to produce graduates with a solid intellectual and ethical foundation. Our proud history of serving the community and our student body provides a school tradition that inspires and cultivates hard work and success. We are a Small Learning Communities school with communities in Business, Arts and Media, Engineering, Forensics, International, and a Freshmen Success Academy.",48-01 90th Street,newtownhighschool.org,"Arista, Art Portfolio, Art Shows, Bengali Club, Chess, Cheerleading, Chinese, Concerts, Dance, Debate, Foreign Language, History, Investment, Key Club, Leadership Class, Literary Magazines, Math and Language Magazines, Mediation and Negotiation, Mu Alpha Theta (Math Honor Society), Multicultural Show, Photography, Poetry, Robotics, School Play, Science Fair, Spanish, SPARK Peer Helpers, Student Organization, The Tower School Newspaper, Yearbook","Baseball, Basketball, Bowling, Girls Softball, Handball, Soccer, Tennis, Track, Volleyball, Wrestling",11373,40.740824,-73.87412900000002,57.1035,30,10,8.02,58.211057171854655,32.201528894386044,3.0
24Q485,High school,1931,Queens,Ridgewood,Q,24,Grover Cleveland High School,2018,1715,43.8,56.2,10.0,5.8,63.6,2.4,18.2,19.2,17.4,70.3,167.0,83.48,16.46,0.0,1999.0,66.73,15.51,"Our school is a nurturing, inclusive learning environment that enables students to achieve their college/career goals through various pathways of study. Majors of study include: Information Technology, Engineering, Hospitality/Tourism, EMT Studies, Lifeguarding, Art/Music. Our students have been awarded by the Chancellor's Office for building mobile apps, winning and ranking high in national/international bridge building competitions, consistently ranking high in the citywide Science Olympiad, as well as producing some of the best life guards in the NYC area over the last decade. Certifications include: Hospitality/Tourism, Cert. First Responder, EMT License, First Aid/CPR, Lifeguarding, Microsoft Technology and Water Safety Instructor.",21-27 Himrod Street,groverclevelandhs.com,"Arista, Chess, Computer Graphics/Art, Envirothon, International Bridge Building, Key Club, Math Team, Musical and Play Productions, Poetry, Science Olympiad, SkillsUSA, Virtual Enterprise, Yearbook",Not specified,11385,40.711881,-73.90920200000002,54.843999999999994,13,0,5.460000000000001,58.211057171854655,20.07,2.0
24Q520,High school,2000,Queens,Hunters Point-Sunnyside,Q,24,Middle College High School at LaGuardia Community,2018,508,53.1,46.9,8.1,2.6,81.5,0.6,7.3,16.9,1.2,69.7,170.0,93.19,6.41,0.2,605.0,79.17,4.3,Our mission is to offer students opportunities to achieve success by providing a small personalized environment on a college campus. We provide tangible experiences that help students connect to the next stages of their academic and social lives as well as their careers. There is open access to the campus of LaGuardia Community College and students may enroll in college classes as part of their high school instructional program. All students are expected to graduate with a minimum of 24 college hours.,45-35 Van Dam Street,mchslic.com,"Chess, Community Service Project, Early College Program, Liberty Partnership, Middle College National Consortium, National Honor Society, SAT Prep, Senior Council Committee, Yearbook. Clubs can be created based on student interest.",Not specified,11101,40.743253,-73.933316,32.3173,9,0,8.44,58.211057171854655,37.11582142857144,3.0
24Q530,High school,1999,Queens,Hunters Point-Sunnyside,Q,24,International High School at LaGuardia Community C,2018,507,52.90000000000001,47.1,23.1,2.6,64.5,0.4,9.5,1.8000000000000005,65.1,66.9,167.0,91.78,8.02,0.0,634.0,78.55,7.1,"We are a small, multicultural high school on the campus of LaGuardia Community College. All of our students are new to the country. We focus on English language development. Our teachers collaborate on interdisciplinary teams. We prepare English Language Learners for success in college and careers. Students develop their academic and English skills by completing individual and group projects. Students present portfolios for graduation and are able to stay for a free year of college as part of our Early College Program after they complete their high school graduation requirements within four years. While in the Early College Program, we provide students with academic support classes to ensure their success in college.",45-35 Van Dam Street,ihsnyc.org,"After-School Tutoring, Art, Chorus, Computer Lab, Cultural Clubs, Dance, Garden Club, International Food Festival, Knitting, LaGuardia Community College Classes and Gym Facilities, Liberty Partnership, Music Club, Newspaper, Photography Classes, SAT, Saturday Literacy Explorers Program, Student Government, Theater Program, YMCA for After-School Sports (Badminton, Volleyball, Soccer, Basketball),",Not specified,11101,40.743253,-73.933316,52.08969999999999,23,0,9.18,58.211057171854655,37.11582142857144,3.0
24Q550,High school,1998,Queens,Corona,Q,24,High School for Arts and Business,2018,784,52.90000000000001,47.1,8.8,7.5,76.1,2.3,5.2,16.2,9.9,68.4,167.0,91.37,8.63,0.0,973.0,92.7,3.6,"The High School for Arts and Business is committed to providing opportunities for our students to achieve excellence in academic, career, and technical pursuits. Our individualized programming helps students earn an Advanced Regents diploma and continue on to the college or career path of their choice. Through broad-based educational experiences, our students develop technological and artistic literacy using an interactive approach. Our culturally diverse school community features partnerships that support personal growth and emphasize global understanding, leadership, and integrity.",105-25 Horace Harding Expressway N,schools.nyc.gov/SchoolPortals/24/Q550,"Ad Council, Advertising Futures, Arista/National Honor Society, Art, NYSMAA, Careers, Carnegie Hall, Chess, 3D Printing, Arts, College Now, Community Service, Cooking, Dance, Debate, Film, Fundraising, Future Leaders, Global Kids, Guitar, Job Shadowing, Law, Math, Music, Newspaper, Photography, Piano, Poetry, Pre-Med, Public Speaking, Robotics,  SAT Prep, Shakespeare,  Story Corps, Student Center, Student Council, Student Leadership, Tutoring, Vocal and Instrumental Concert, Wellness, Yearbook","Dance, Fitness Team, Ping Pong, Track",11368,40.737673,-73.853412,40.42770000000001,41,4,8.28,58.211057171854655,23.54541228070175,2.0
24Q560,Secondary School,1996,Queens,Hunters Point-Sunnyside,Q,24,"Robert F. Wagner, Jr. Secondary School for Arts an",2018,649,45.6,54.40000000000001,22.8,5.4,53.90000000000001,2.0,15.9,16.6,2.8,73.0,179.0,88.24,6.04,5.73,568.0,95.6,3.17,"Our school is known for being academic, artistic, and athletic while providing a warm and welcoming community. Our teachers meet weekly in either grade teams or departments to create rich and meaningful experiences for students. All students have a CORE teacher responsible for monitoring their academic and social/emotional progress. We have a partnership with College Bound Initiatives (CBI) which provides our students and families with a full-time college counselor. Come to a place where people know you well and are dedicated to supporting your future goals. Many of our staff members have been here for more than 10 years and our graduates often come back and visit. Be a part of the Wagner family!",47-07 30th Place,www.rfwagner.org,"Art, Chess, Student Government, Music Club, Gardening, Anime Club, National Honor Society/Arista, Tutoring in Academic Subjects, Computer/Video Game Club, Makers Club, Ping Pong Club, Photography Club, Yearbook Club, Key Club, Dance/Cheer Club, Yu-Gi-Oh Club, School Leadership Team, Student Talent Showcases; Theater program with professional-level productions; and United Student Organization (USO).",Not specified,11101,40.742217,-73.936442,62.88979999999999,18,0,7.68,58.211057171854655,37.11582142857144,3.0
24Q585,High school,2011,Queens,Maspeth,Q,24,Maspeth High School,2018,1212,49.4,50.6,17.4,1.7000000000000002,46.4,6.9,27.6,15.8,3.0,55.00000000000001,167.0,93.32,6.34,0.25,1239.0,98.71,0.4,"Maspeth High School was founded in September 2011. We operate under the classical philosophy that all knowledge is interrelated. We expect all of our students to graduate with an Arts Endorsed, Advanced Regents Diploma in four years and attend top four-year colleges and universities. A graduate of Maspeth High School will have taken four years of Classical Language, Latin or Mandarin, and be fully prepared for college, career, and productive citizenship.",54-40 74th Street,maspethhighschool.org,"ArgoNotes, Best Buddies, buildOn, Chess, Classics, Dance, ECHO Literary Magazine, Fitness, Future Doctors, Homeric Society, Judo, Junior State of America, Key Club, Law Club, Maspeth Aeronautics and Space Association, Maspeth International, Maspeth Messenger, Mock Trial, Model UN, National Honor Society, Red Cross, Robotics, Science Olympiad, Speech and Debate, String Ensemble, Student Government, Super Smash Brothers, Tech Theater, Thespian Society, Tri-M Music Honor Society, Unity, Yearbook","Cheerleading, Golf, Soccer, Fencing, Football, Hockey, Tennis, Track & Field, Flag Football",11373,40.729104,-73.887909,67.32020000000001,32,9,7.1,58.211057171854655,32.201528894386044,3.0
24Q600,High school,1920,Queens,Hunters Point-Sunnyside,Q,24,Queens Technical High School,2018,1522,38.6,61.4,9.5,5.1,79.8,0.3,5.3,17.9,7.3,85.5,167.0,92.21,7.79,0.0,1846.0,85.32,3.52,"Queens Vocational and Technical High School provides students with opportunities that prepare them for success after high school. We pride ourselves on combining traditional secondary education with the rigorous courses and hands-on experiences of a technical college. Students are prepared for area-specific certifications and licenses that make them top candidates for employment upon graduation. In addition to being prepared for the work force, our students are exposed to multiple post-secondary options, such as college and university, where they can build upon their already existing knowledge or tap into other areas of interest. Despite the high level of rigor, our students engage in a positive family-like school community.",37-02 47th Avenue,queensvoc.org,"Book Club, Chess, Construction Skills, Cosmetology Clinic, Dance Team, Financial Literacy, Future Business Leaders of America (FBLA), Gay-Straight Alliance (GSA), Goodwill CBO, Hip Hop Team, Leadership, MOUSE Squad, Peer Mediation/Conflict Resolution, PM School, Poetry, Presidential Honor Society, Robotics, Rugby, SAT Prep, Script Ed (Coding), SkillsUSA, SPARK, Student Government, Vocational Voice School Newspaper, Yearbook Committee","After-School Fitness Club, Rugby, Dance Team, Yoga, Zumba, Wrestling, Basketball, Baseball, Soccer",11101,40.741658,-73.927995,34.87520000000001,25,9,7.039999999999999,58.211057171854655,37.11582142857144,3.0
24Q610,High school,1958,Queens,Hunters Point-Sunnyside,Q,24,Aviation Career & Technical Education High School,2018,2088,19.9,80.1,36.8,4.0,46.0,4.0,9.2,14.000000000000002,2.9,61.4,167.0,97.36,2.55,0.0,2707.0,82.19,1.15,"We provide a challenging and supportive environment for every student, from every background. Our state-endorsed CTE program provides a world-class education. This unique curriculum prepares students for success in college and allows them to earn Federal Aviation Administration (FAA) certification as Aircraft Maintenance Technicians, leading to exciting and lucrative careers in the aerospace industry. All members of our school community work to create a culture that instills respect and self-discipline to meet the demands of today's colleges, universities, and work force. Our world-renowned reputation for excellence reflects our tradition, mission, and commitment to our students' futures and the future of the aerospace industry.",45-30 36th Street,www.aviationhs.net,"AFJROTC, Aircraft Structural Repair, Air Traffic Control, Anime, Asian Club, Aviation High School Band/Music, Chess, Christian, Drama, FIRST Robotics Team, Gay-Straight Alliance (GSA), Journalism, Key Club, Math Leaders, Mock Trial and Moot Court, Muslim Club, National Honor Society, NYPD Explorers, Outdoors, Pegasus Technical Honor Society, Presidents'/Captains' Association, Science Leadership Institute, Sister Circle, SkillsUSA, Student Government, Yearbook",Not specified,11101,40.743309,-73.929577,64.1312,26,0,7.16,58.211057171854655,37.11582142857144,3.0
25Q240,High school,2013,Queens,Flushing,Q,25,Veritas Academy,2018,567,52.6,47.4,13.4,12.5,61.0,3.7000000000000006,9.3,18.2,7.9,68.8,168.0,88.83,10.99,0.0,498.0,85.14,6.02,"At Veritas Academy, you will learn about the values of truth, dignity, and humanity. We are a small college-prep high school. Our serious-minded students are expected to perform to their potential and proudly wear their school shirt. Our dedicated staff members will support your individual strengths so that you may set and accomplish your goals. We want you to be accepted to the college of your choice. By participating in advanced-level real-world learning opportunities, internships, and volunteer work, you will use your individuality and creativity to help others. At Veritas, you will receive a well-rounded education so that you can make the world a better place.",35-01 Union Street,theveritasacademy.com,"Art Club, Chorus, Community Service, Dance, Debate, Fitness and Sports Program, Health and Wellness Club, Intramural Sports, Literary Magazine, Math Society, National Honor Society-Arista, SAT Prep, Senior Activities Committee, Stock Market Game, Student Government, Visual Arts, Yearbook, Youth Development Program",Our school will participate in the sports offered by our campus which include intramural badminton and table tennis. Intramural sports will be offered as per student interest.,11354,40.764892,-73.82681099999998,58.430099999999996,18,1,7.4399999999999995,41.1132706922508,18.9325,1.0
25Q241,High school,2013,Queens,Flushing,Q,25,Queens High School for Language Studies,2018,424,55.7,44.3,59.4,5.9,28.1,3.8,2.8,5.9,22.6,77.1,166.0,93.38,6.38,0.0,366.0,96.45,0.55,"The Queens HS for Language Studies is a committed, caring community of learners. Located in Flushing, Queens, we are a small, close-knit high school with the opportunities of a large campus. In addition to taking a challenging core curriculum, every student at QHSLS is learning language. Half our students are native-Chinese speakers learning English as a new language, and half are English-speakers learning Chinese as a foreign language throughout all four years of high school. All students are expected to achieve an Advanced Regents diploma, and with the support of dedicated teachers, counselors, and fellow classmates, our students are prepared for the next stage, confident in their academic skills and ready for success in college.",35-01 Union Street,qhsls.org,"Chess, Chorus, Community Arts, Computer Programming, Dance, Drama, Engineering, Green Team, GSA, Math Team, Student Government; students are encouraged to form additional clubs. Tutoring is offered Monday to Thursday; Saturday Regents Prep is offered in January, May, and June. SAT Prep is also offered on Saturdays.","Intramural Badminton, Mixed Martial Arts",11354,40.764892,-73.82681099999998,56.24940000000001,13,2,9.28,41.1132706922508,18.9325,1.0
25Q252,Secondary School,2005,Queens,Kew Gardens Hills,Q,25,"Queens School of Inquiry, The",2018,588,52.0,48.0,40.5,15.1,23.5,3.2,17.7,16.0,4.3,54.1,179.0,91.2,5.08,3.72,367.0,95.91,2.72,"The Queens School of Inquiry is an early college school designed to prepare students to succeed in college. Our students have the opportunity to earn up to 62 tuition-free Queens College credits while still in high school. We help students develop academic skills in an environment that promotes inquiry-based learning and self-management. A close collaboration with CUNY, Queens College, along with a dedicated faculty, enables us to promote college readiness and career awareness. We are a neighborhood school that emphasizes real-life applications of academic content in our effort to educate caring and ethical citizens.",158-40 76th Road,queensinquiry.com,"Anime, Book Club, Debate Club, GSA, Glee Club, Math Tutorial, Mathletes, National Honor Society, Peer Mediation, Senior Committee, Silver Chord, SING, Spirit Squad, Student Government, Studio Art, Yearbook; Students are encouraged to initiate clubs pertaining to their individual interests","Girls Softball, Girls Volleyball",11366,40.72419,-73.80938,72.55959999999999,16,2,7.38,41.1132706922508,15.96,1.0
25Q263,High school,2004,Queens,Murray Hill,Q,25,Flushing International High School,2018,426,45.1,54.89999999999999,44.8,1.9,48.6,0.5,4.2,2.3,86.9,91.8,167.0,88.16,11.11,0.48,510.0,70.78,17.65,We serve recent immigrants who are both new to the United States and new learners of English. Teachers and students work in teams and teachers know their students well. Teams of teachers integrate interdisciplinary curriculum in which students work on projects that connect ideas from different classes. Both native language and English language development are supported across content areas. Students present graduation-level portfolio tasks as a requirement for graduation. Our program is designed to help immigrant students succeed in college and the world of work.,144-80 Barclay Avenue,flushinginternational.org,"Before- and After-School Academic Support, Chess, Creative Writing, Digital Video/Photography, Drama, Dream Team, Easy English Academy, Food and Cultural Explorers, Green Team, Guitar, IT, Korean Fan Dancing, MultiSquad (Multicultural Student Group), Newspaper, Regents Prep, SAT Prep, Science Challenge, Student Government","Soccer, Baseball, Volleyball, Handball, Table Tennis, Badminton",11355,40.759963,-73.818399,56.095000000000006,18,6,9.32,41.1132706922508,19.645238095238092,1.0
25Q281,Secondary School,2006,Queens,Flushing,Q,25,East-West School of International Studies,2018,649,47.5,52.5,69.0,6.6000000000000005,17.6,2.0,4.8,13.900000000000002,6.9,82.3,179.0,91.49,4.18,4.18,430.0,96.05,2.09,"We are a small, inclusive school guided by 4 pillars: Honor, Excellence, Curiosity, and Celebration. 98% of our students go to college. Students engage in a college-bound academic program of Regents, AP, College Now courses, and study Chinese, Korean, or Japanese. We offer a robust after-school club culture supported by our student government. We encourage acts of kindness through Rachel's Challenge, an anti-bullying program. Our Parent Coordinator keeps parents informed through biweekly postcards, a newsletter, and First Fridays. Grades and progress reports are available online. Seniors attend college prep classes. Our NEST program provides significant individual support for students with autism.",46-21 Colden Street,ewsis.org,"Advisory Program, Art, Can You 24?, College Trips, Chinese Culture Club, Dance Club, Glee Club, GSA, Japanese Culture Club, Judo, Key Club, KPOP Dance, Leadership Trip to Korea, Model UN, Multicultural Night, NAACP, National Honor Society, NYPD Explorers Program, Peer Mediation, Peer Tutoring, Recycle-a-Bike Club, Student Government, School Newspaper, Summer in Japan, Talent Show, Yearbook Committee; Other clubs by student request",Judo,11355,40.74943,-73.821402,48.586400000000005,26,1,6.14,41.1132706922508,19.645238095238092,1.0
25Q285,Secondary School,2006,Queens,Auburndale,Q,25,World Journalism Preparatory: A College Board Scho,2018,582,58.4,41.6,16.7,3.8,38.0,3.1,38.5,17.9,1.9,60.0,178.0,89.45,6.57,3.81,420.0,97.14,1.19,"At World Journalism Preparatory School (WJPS), journalism is a tool used to share learning and practice the habits of critical thinking in regard to citizenship and democracy. Student publications include an award winning school newspaper, news broadcast program, and yearbook. Opportunities to be immersed in journalism exist through fieldwork, creative projects, performances and interviews. Students visit television networks, newspapers, publishers and colleges. WJPS also offers the Franklin Center, a STEM program under the auspices of SUNY Albany. It provides students with a curriculum that emphasizes research skills needed for success in college and career.",34-65 192nd Street,wjps.org,"Broadcast, Debate Club, Do Something Club, Environmental Club, Fashion Club, Friday Music Jam, Glee Club, Greek Club, GSA Club, Italian Club, Key Club, Knitting Club, Literary Magazine, Model UN, National Honor Society, Newspaper, Student Ambassadors, Student Government, Student Newspaper, Town Hall, Video Game Club, Yearbook",Intramural Sports Program,11358,40.764884,-73.789365,67.7081,22,1,7.66,41.1132706922508,16.74,1.0
25Q425,High school,1964,Queens,Kew Gardens Hills,Q,25,John Bowne High School,2018,3522,50.6,49.4,29.600000000000005,19.0,43.4,2.5,5.5,14.800000000000002,17.7,71.5,167.0,84.48,14.92,0.6,4259.0,77.55,12.42,"All of our students graduate as literate, committed, inquisitive learners. We provide students with a challenging learning community that prepares them for college and careers. We seek to strengthen our community so that parents are involved in our academic vision. It is our goal to develop strategies which engage in rigorous academics, enhance relations, and improve communication among students of different backgrounds, foster positive attitudes towards school and learning, strengthen community feeling, and propel students into their future aspirations. Each student is motivated to meet the Common Core Learning Standards, to respect and appreciate individuals of different cultures, and to be a contributing citizen to their community.",63-25 Main Street,johnbowne.org,"African, Animal Care/Science, Anime, Anti-Bullying, Arista, Art, Aspire, Book, Cheer, Chess, Civil Engineering, Conflict Res., Dance, Debate, Desi, Drama, Duelist, Educate for Peace, Equine, Euro, Fashion, FFA, Film, Floriculture, Foreign Language/Culture, Glee, Indo-Pak, Intel, Journalism, Key, KPop, Latin, LGBTQ, Livestock, Mock Trial, Moot Court, Muslim, NYCSEF, Peer Mediation, Plant Science, Robotics, ROTC, Sales, Science Olympiad, SIS, Student Ambassador, Student Union, Wrestling, Yearbook","Equestrian Team, Morning Recreation",11367,40.737448,-73.823841,68.42779999999999,49,2,6.76,41.1132706922508,19.92,1.0
25Q460,High school,1915,Queens,Flushing,Q,25,Flushing High School,2018,1595,48.0,52.0,15.9,19.2,59.1,2.7,3.1,12.5,20.8,77.9,166.0,84.28,15.65,0.0,2115.0,64.68,22.08,"We are a vibrant, international community of students, educators, families, and community leaders working together to develop active, independent learners and productive global citizens. Our mission is to prepare students to graduate with the skills required for college and career success, and a well-developed concept of individual and civic responsibility. Our programs provide a rigorous, standards-based education so that students can meet the academic, career, and societal demands of the 21st century. All school administrators, teachers, and support staff accept responsibility for creating a nurturing learning environment for students.",35-01 Union Street,flushinghighschool.org,"Arista, Arts, ASPIRA, Attendance Intervention Program, Beginning Vocal, Chinese Club, Concert Band, Debate Team, Glamour Gals, Honors Chorus, Journalism, Law Team, Leadership, Leo's Club, Math Team, Multicultural, Peer Mediation, Play Production, Set Design, Sports and Arts High School Today Program, Student Government","Basketball, Softball, Table Tennis, Volleyball, Weight Training, Wrestling",11354,40.764892,-73.82681099999998,58.68840000000001,21,6,4.94,41.1132706922508,18.9325,1.0
