dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,mean_score_math,mean_score_ela,overview,address,website,schoolday_duration,uniform,extendedday,summersession,weekendprogram,electiveclasses,activities,othersports,postcode,lat,lon,pupil_teacher_ratio
23K522,Junior High-Intermediate-Middle,2004,Brooklyn,Ocean Hill,K,23,Mott Hall IV,2018,173,55.50000000000001,44.5,0.6,87.3,11.6,0.0,0.6,32.9,1.2,82.1,178.0,90.12,9.3,0.0,178.39999999999998,204.7,"Our mission at Mott Hall IV is to develop and nurture academic and social leaders by providing a safe environment, which promotes mutual respect among scholars, teachers, parents, administrators, and the community. Through our curriculum, our scholars will enter high school fully prepared to compete globally, and work towards college- and career-readiness. The academic experience at Mott Hall IV will stimulate students' curiosity and critical thinking in order to create productive citizens and leaders. It is our vision that all stakeholders will work collaboratively to ensure scholars receive a standards-based rigorous academic education that promotes a commitment to leadership and service. The attainment of this vision directly relates to Mott Hall IV's commitment to the school community to provide quality education to all students. It is essential that our students live and embody our core values, which are accountability, leadership, integrity, pride, respect, service, and teamwork.","1137 Herkimer Street, Brooklyn NY 11233",schools.nyc.gov/SchoolPortals/23/K522,8am-2:20pm,Yes,Yes,Yes–For incoming sixth graders and for academic support and enrichment,Yes–Saturday program,"Art, College and Career Readiness, Gym/Health, Music, Technology","Book Club ; Broadway Theater Trips ; GENTS (Young Men's Group) ; Girls on a Mission ; Great Adventure Math and Science Program ; Learn to Grow (Community Service) ; Photography/Graphic Arts ; Quarterly Educational Field Trips/ Discovery Learning ; Sports and Arts ; STEM Program ; Student Government Association ; Washington, DC (Honors Trip)","Basketball, Flag Football, Softball, Step, Track and Field",11233.0,40.677805,-73.91584300000001,16.0
23K644,Secondary School,2008,Brooklyn,Ocean Hill,K,23,Eagle Academy for Young Men II,2018,651,0.0,100.0,0.6,88.9,8.4,1.7000000000000002,0.3,27.200000000000003,0.5,79.6,179.0,90.95,9.05,0.0,210.45,195.45000000000002,"Eagle Academy for Young Men II is an all-boys school committed to meeting the needs of our students and providing them with the required support services to sustain academic achievement and social growth. The development of our young men is supported through dedicated educators, supportive parents, and actively engaged mentors.","1137 Herkimer Street, Brooklyn NY 11233",eagleny.org,8am-4:30pm,Yes,Yes,No,No,,Accelerated Curriculum Opportunities ; Chess ; Debate Team ; Drama ; Martial Arts ; Mentoring ; Mentoring Program ; Robotics Team ; Student Government ; Trumpet and Guitar Academy,"Baseball, Fencing, Football, Golf, Lacrosse, Tennis",11233.0,40.677805,-73.91584300000001,15.6
23K664,Junior High-Intermediate-Middle,2013,Brooklyn,Ocean Hill,K,23,Brooklyn Environmental Exploration School (BEES),2018,102,53.900000000000006,46.1,1.0,71.6,23.5,1.0,2.9,39.2,7.8,92.2,178.0,87.25,12.75,0.0,189.99999999999997,199.05,"BEES is a small, comprehensive middle school where children are learning, happy, and safe. Visitors to BEES often comment that they can feel the love in our hallways and classrooms. Students complete projects while using technology to communicate and do research beyond their classrooms. They go on monthly daytime field trips and annual overnight trips designed to enhance their knowledge and passion for the environment. Students are bound together by a common mission and treat each other with respect and celebrate all achievements. BEES opens with co-ed CHAMPS sports at 7am and our program +SASF after-school runs until 5:45pm daily. Our small, nurturing environment allows every student to be known and all students to feel included. Our school has a number of important partnerships that enhance our instructional program. A few important partners are: Urban Advantage, Project Green Reach at Brooklyn Botanical Garden, Ramapo for Children, and ArtsConnection. We are always open for visitors and will schedule a school tour for interested families.","251 McDougal Street, Brooklyn NY 11233",brooklynbees.org,8:20am-2:40pm,Yes,Yes,Yes,Yes–Saturday program for academic support and enrichment,"BEE-Lectives—all students have a voice in requesting and registering for BEE-Lectives. The BEE-Lective courses are student driven enrichment cycles which include: Advanced Science Lab, Dance, Garden Club, Graphic Design, Music, School Newspaper, Theater Group, Visual Art, and more","After-School Program provided by Sports and Arts in Schools Foundation (SASF) ; Monthly Explorations (all classes, all grades, every month) ; Overnight Trips to Ramapo, Philadelphia and Washington, DC ; Phoenix Community Garden (school maintains three plots) ; Schools Out NYC (SONYC)","BEES has: Boys Basketball, Co-ed Basketball Teams, Co-ed Flag Football, Co-ed Flag Rugby, Girls Volleyball",11233.0,40.680318,-73.91064399999999,7.9
23K668,Junior High-Intermediate-Middle,2013,Brooklyn,Brownsville,K,23,Riverdale Avenue Middle School,2018,134,43.3,56.7,3.7000000000000006,72.4,18.7,4.5,0.7,32.8,8.2,98.5,177.0,87.31,12.69,0.0,179.25000000000003,195.05,"Students like the opportunity to participate in our comprehensive after-school program until 6pm each day, where they can explore their interests and talents such as basketball, flag football, dance, theater, step, rugby, cooking, yoga, crime scene investigation, business, and design. Our advisory program allows students and staff the opportunities to participate in character-building exercises that emphasize the school's mission of Resilience, Altruism, Mastery of Content Standards, and Self-Discipline (RAMS). Teachers regularly update parents about student progress and parents can access their child's grades and assignments on the internet. We have a Parent University that provides workshops and opportunities for parents to play an active role in their child's education and each student is involved in community service activities through their advisory groups. RAMS also gives students the opportunities to choose a cluster class each Friday afternoon facilitated by teachers and teaching artists. Classes taught in the past include sewing, cooking, dance, step, gaming, computer coding, and cinema studies.","76 Riverdale Avenue, Brooklyn NY 11212",schools.nyc.gov/schoolportals/23/k668,8:30am-2:50pm, Yes–Top and bottom-specific colors or styles,Yes,Yes–Academic support and enrichment,Yes–Saturday program for academic support and enrichment,Students have the opportunity to participate in music and arts classes according to their interests.,"Advisory ; Boys and Girls Groups ; Buckets and Beats ; Chorus ; College Visits ; Cooking ; Dance ; Educational Trips ; Enrichment Clusters ; Fashion ; Inter-Grade Competitions in Basketball, Football, and Soccer ; Lincoln Center Jazz Concerts ; Partnership with Children ; Peer Mediation Group ; Rugby ; Staff vs. Students Basketball Game ; Student Council ; Team Building Retreats for Students ; Theater ; Track","Basketball, Cheerleading, Rugby, Swimming, Track and Field, Volleyball, Wrestling",11212.0,40.660204,-73.913933,10.7
23K671,Junior High-Intermediate-Middle,2010,Brooklyn,Brownsville,K,23,Mott Hall Bridges Academy,2018,199,50.3,49.7,1.0,82.9,14.6,0.5,1.0,31.2,1.5,92.5,178.0,90.36,9.14,0.0,199.70000000000002,204.35,"Mott Hall Bridges Academy offers a culture of success by providing a small learning community that develops our scholars into critical thinkers who are productive and responsible individuals. We offer a balance between academics and social development by providing a number of youth development programs, a curriculum which incorporates project-based learning, and the requirement for all students to complete service learning projects upon graduation. Our families appreciate the attention we give to each scholar, providing the much-needed support for their academic and social/emotional progress. In addition, they enjoy monthly thematic celebrations and workshops, as well as our on-going communication to ensure they are kept updated on school and scholar information. All of our classes are scheduled for 50 minutes daily and we incorporate reading intervention/enrichment within the school day to ensure support for all of our scholars.","210 Chester Street, Brooklyn NY 11212",mhbabrooklyn.com,8am-2:30pm, Yes–Official uniform must be purchased,Yes,Yes,Yes,"Network for Teaching Entrepreneurship (NFTE), Performing and Visual Art Courses, Purelements",Annual Step Shows ; Art and Science Fair ; Bridges Got Talent ; Bridges Winner Fitness Club ; College Visits ; Cooking Class ; Family Curriculum Nights ; High School Visits ; I Matter (the Young Men's Initiative) ; Law Mentorship ; Men and Women's Luncheons ; Mott Bots (Robotics Club) ; Multicultural Feast ; Parent Appreciation Events ; Royal Vision (Step Team) ; She is Me (Girls Club),"Basketball, Cheerleading, Double Dutch, Fitness Club",11212.0,40.666545,-73.910904,11.1
24Q005,Junior High-Intermediate-Middle,1997,Queens,Elmhurst-Maspeth,Q,24,I.S. 5 - The Walter Crowley Intermediate School,2018,1788,46.6,53.400000000000006,40.2,1.8000000000000003,55.3,1.0,1.7000000000000002,19.2,17.9,75.2,178.0,95.87,4.08,0.0,225.7,241.54999999999998,"At I.S. 5, we talk like scholars, write like experts, think like innovators, and live like leaders. Students appreciate that I.S. 5 provides them with a nurturing learning environment which is focused on developing their academic, emotional, and social needs. They also enjoy the smaller learning environments our communities provide as they can readily communicate with administrators and/or teachers as it relates to their growth. I.S. 5 consists of four learning communities commonly referred to as Community of Scholars, Community of Leaders, Community of Innovators, and Community of Leaders. Our school community is currently engaging in opportunities for project-based learning, with hands-on projects that highlight the importance of global citizenship and the legacies of our contributions in the community at large. We are building student socio- emotional growth through the incorporation of Leader in Me, based on the work of Franklin Covey. Teachers utilize Mastery Connect and Skedula to track student progress, drive instruction, and communicate with parents on a daily basis.","50-40 Jacobus Street, Queens NY 11373",schools.nyc.gov/schoolportals/24/q005,8am-2:20pm,No,No,No,No,"Fine and Performing Arts (Art, Dance, Drama, Vocal, and Instrumental Music)","Aerobics ; Animal Rights ; Anime ; Band ; Best Buddies ; Broadway Book Club ; Builder's Club ; Bulldogs Bakery ; Cardmaking ; Chess ; Dance ; Partnerships with: Street Soccer USA, MTI/Schubert Grant Broadway Jr and Cookshop ; Drama ; Homeroom Class Presidents ; Intramural Sports ; I.S. 5 Green Team-Recycling Champions ; Manice Trip ; Minecraft ; Mosaic ; Student Organization ; Sci-Fi Publication ; Stock Market Game ; Student Government ; Yearbook ; Yoga ; Young Runners","Basketball, Cheerleading",11373.0,40.737718,-73.887429,14.6
24Q049,K-8,1933,Queens,Middle Village,Q,24,P.S. 049 Dorothy Bonawit Kole,2018,1204,49.4,50.6,19.4,1.1,23.7,1.7000000000000002,54.1,15.9,6.6000000000000005,50.7,178.0,95.43,4.49,0.0,242.10000000000002,241.59999999999997,At P.S./I.S. 49 we work tirelessly to create a nurturing environment that fosters lifelong learning. We offer our students a liberal arts program infused with technology and cultural arts. We encourage our students to be both independent thinkers and problem solvers. Our school program provides a dynamic environment with quality teaching and high standards of rigor and accountability. P.S./I.S. 49 has won many awards for academic achievement. The school is committed to professional development and innovation.,"63-60 80th Street, Queens NY 11379",49online.org,8:20am-2:40pm,No,No,No,Yes—Saturday program for certain students.,"Art, Drama, Music",Affiliation with NYC Art Museums ; Band Program ; Baseball ; Basketball ; Chess Club ; Drama Club ; Robotics ; Penny Harvest ; Pennies for Patients ; NY Historical Society History on Broadway Program and Art of History Program ; Science Club ; Seventh and Eighth Grade Literacy/Yearbook Club ; Studio in a School,"Baseball, Girls and Boys Basketball",11379.0,40.719867,-73.875093,17.3
24Q061,Junior High-Intermediate-Middle,1966,Queens,Corona,Q,24,I.S. 061 Leonardo Da Vinci,2018,2251,45.8,54.2,6.0,2.5,89.2,0.4,2.0,20.8,32.0,92.8,178.0,93.68,5.93,0.35,191.1,207.35000000000002,"Students in our school are fully immersed in differentiated instruction that targets their individual learning needs. Students are able to select up to two talent activities each school year. I.S. 61 has created five academies within the main school that foster a nurturing environment for our students. Each academy is set up with its own dean, guidance counselor, assistant principal, and staff of teachers, therefore creating a small learning community. Parents are also able to track their child’s progress for each unit through a special Engrade account. To support our efforts to assist students in meeting the standards for college- and career-readiness, parents have an option to select our AGP program for their child. Students are expected to maintain an 85 GPA as well as take all Regents offered by the school. Programs are also available for parents of our school community, including English as a New Language (ENL), GED, and fitness programs.","98-50 50th Avenue, Queens NY 11368",davinci61.com,8:20am-2:40pm,"Yes–Top, bottom, and shoes, specific colors or styles",Yes–Before-School,Yes,Yes,"Math and Reading Test Prep, Row NY in Physical Education, Talent Choice Program (Drama, Visual Art, Digital Photography, Instrumental Band, Dance, Chorus), Technology Courses",Academy Trips ; Agricultural Growth Program ; Bayside Raiders Football Boot Camp ; Dance ; Morgan Book Project ; Mouse Squad ; NY Jr. Tennis League ; Pennies for Patients & St. Jude's ; School-Based Student Monitor Service ; Science & Math Olympiads ; Student Activities and Dances ; Student Government Monthly ; Theater ; Urban Advantage with the NY Hall of Science,"Baseball, Basketball, Soccer, Tennis, Track and Field",11368.0,40.742668,-73.86330699999999,14.5
24Q073,Junior High-Intermediate-Middle,1927,Queens,Maspeth,Q,24,I.S. 73 - The Frank Sansivieri Intermediate School,2018,1971,46.3,53.7,29.100000000000005,0.8,57.99999999999999,0.6,11.6,19.4,13.5,66.1,177.0,95.63,4.32,0.0,223.35,233.2,"We are a diverse school community that is divided into five small learning communities called academies. Each of these academies serves as a smaller school within our building to help create and foster a nurturing environment for the students they house. We have done this by assigning each academy its own assistant principal, dean, guidance counselor, and staff of teachers. Each academy is geographically located in a specific area of the building and has its own lunch and assembly periods. In order to provide students with an opportunity to become active members of the school community, I.S. 73's Student Council has been established to enhance school spirit and to improve the overall student experience. These students are elected to one-year positions and serve as representatives of their grade level as well as their homeroom class. Student Council members are responsible for discussing school-wide concerns and activities during the year. In addition, our school provides all eighth graders the opportunity to take the Specialized High School Exam in school during the school day at I.S. 73. Kaplan provides free test prep prior to the exam for all of our students who choose to sit for the exam.","70-02 54th Avenue, Queens NY 11378",is73.org,8am-2:20pm,Yes,No,No,No,"Sixth Grade-Elements Program: All sixth graders participate in four different types of arts courses such as Art, Dance, Drama, Band, or Chorus during their sixth grade year; All seventh and eighth graders will have an opportunity to choose one Arts course that they are most interested in participating in (Art, Dance, Drama, Band, and Chorus); In addition, we offer Physical Education and Health to all students; We are able to offer some of our students Technology and Yoga.","Before- and After-School Programs ; Builder's Club (Community Service) ; Chess ; Creative Writing ; Free Kaplan Specialized High School Test Prep ; Geography and Spelling Bee ; Gifted and Talented Program ; Honors Program ; LEGO Robotics ; Maspeth Town Hall ; Math Team ; Newspaper Club ; Parent Workshops (i.e. Health & Nutrition, Adolescent Development, & Parenting Adolescents) ; Saturday Academy ; Special Activities/Events (i.e. Dances, Twin Day, Crazy Hat Day, Law Day) ; Technology Club ; Yearbook Club",Tennis,11378.0,40.729215,-73.893624,14.5
24Q077,Junior High-Intermediate-Middle,1991,Queens,Ridgewood,Q,24,I.S. 077,2018,928,49.0,51.0,9.5,1.9,79.1,0.3,9.2,28.7,20.7,90.0,177.0,92.3,7.59,0.0,192.75,208.75,"I.S. 77 is a family of learners. We offer programs for special progress and honors, English as a New Language, and special education. We offer Spanish, with differentiation for native speakers. Each classroom is equipped with a laptop, a projector with a document camera, and speakers. There are opportunities for students to become involved in community outreach programs. We celebrate a Student of the Month based on virtues. We have a partnership with the Greater Ridgewood Youth Council who sponsors an after-school program which offers homework help, sports, and recreation in our school. We also work with the Youth Council in their young adult internship program which benefits many of our graduates. Our PTA is very active and encourages all parents to be a part of our family of learners. Through the use of the internet program PupilPath, parents and teachers are able to communicate with each other regarding grades and assignments.","976 Seneca Avenue, Queens NY 11385",schools.nyc.gov/schoolportals/24/q077,8:30am-2:50pm,Yes—Official uniform must be purchased.,Yes–Before-School,No,Yes—Saturday program for academic support and enrichment.,"iReady (online academic intervention service program), Sixth grade readers go to P.S. 239 to read to the younger students, Wilson Reading Program (for readers that need assistance)","25 Book Challenge ; Annual Cultural Night ; Builders Club (Kiwanis) ; Community Service ; International Food Night (fundraiser for Haiti, Japan, and the Hurricane Sandy fund) ; Outdoor Assembly in Early Fall ; Peer Mediators ; Robotics ; School Safely Patrol ; Tech Squad ; Walk to School Day","Baseball, Basketball, Flag Football, Track and Field",11385.0,40.699515999999996,-73.90214,10.9
24Q087,K-8,1906,Queens,Middle Village,Q,24,P.S./I.S. 087 Middle Village,2018,617,48.0,52.0,4.9,1.9,55.3,1.8000000000000003,36.1,22.0,8.9,55.89999999999999,178.0,92.68,7.15,0.0,213.2,225.95000000000002,"It is our mission to educate our children, not only academically, but through a core foundation of knowledge that includes the arts, technology, and the ability to accept individual differences as assets rather than hindrances. It is our hope that our students will recognize social injustices, speak out against inequities, and value humanity so that when they take over our society they are caring, empathetic people who will advocate for the goodness of all mankind.","67-54 80th Street, Queens NY 11379",schools.nyc.gov/schoolportals/24/q087,8am-2:20pm,No,Yes,No,No,"Art, Dance, Music, Physical Education, Technology",Cultural After-School Adventures (CASA) ; Field Trips to the Middle Village Adult Center ; Greater Ridgewood Youth Council (GRYC) ; Honor Society ; Round Table ; School's Out New York City (SONYC),Tennis,11379.0,40.711815,-73.871238,12.6
24Q093,Junior High-Intermediate-Middle,1917,Queens,Ridgewood,Q,24,I.S. 093 Ridgewood,2018,1124,49.0,51.0,7.6,2.5,72.1,0.7,17.2,22.2,13.600000000000001,89.7,178.0,94.33,5.67,0.0,203.9,218.35,"In carrying out our mission to prepare all of our students for the rigors of high school, college, and 21st century careers, we offer our students opportunities to take selected Regents exams. Our curriculum and instruction in all major subject areas are aligned with the Common Core Learning Standards. Our Spanish Dual Language program and our STEM program are available to incoming students (includes LEGO Robotics, Coding, and our partnership with Urban Advantage, a premier NYC science organization). Additionally, we offer our students a wide variety of activities in the areas of sports, art, music, drama, and community service in partnership with the Greater Ridgewood Youth Council Beacon Program. We offer leadership programs such as Peer Mediation, Beautiful Me, and Unleashed.","66-56 Forest Avenue, Queens NY 11385",is93.org,8am-2:20pm,Yes,Yes,Yes,Yes—Saturday program,"Art, Drama, Instrumental Music, Robotics, Singing, STEM, Stock Market","Visit is93.org to learn about the variety of clubs and extracurricular activities offered before and after school. Activities include: Chess, Computer Coding, Hip-Hop, Latin Dance, Step, Sustainability/Recycling, and Theater and Musical Performances. We also offer special leadership programs/activities that include: Beautiful Me, Peer Mediation, and Unleashed.","Cheerleading, Handball, Softball, Football, Soccer, and Martial Arts are among our sports. Our soccer team competes against other schools in District 24. Also, we have annual staff vs. students games: soccer, volleyball, basketball, softball, and football.",11385.0,40.706041,-73.90258399999999,14.4
24Q102,K-8,1923,Queens,Elmhurst,Q,24,P.S. 102 Bayview,2018,1303,48.3,51.7,60.8,3.1,31.8,1.3,3.0,13.200000000000001,13.3,83.5,178.0,96.03,3.89,0.0,243.45,238.5,"Whether it's sports, field trips, personalized learning or curricula rich in reading, writing, and authentic thinking, P.S./I.S. 102Q has all the programs you'd expect from an excellent school. But these programs are not the main reasons why our students achieve. Our students achieve because they understand the greater purpose requiring them to do so: to serve others. Think for yourself; care for others. It's what we do at P.S./I.S. 102.","55-24 Van Horn Street, Queens NY 11373",ps102q.org,8:20am-2:40pm,No,Yes,No,No,"Art, Band, Chorus, Computer Science, Dance, Debate, Drama, Game Design, Mandarin, Physical Education","102+ Extended Learning ; Annual School Play Production ; ArtEXPO ; Eighth Grade Washington, DC Trip ; GameJAM ; Math Ninja Warrior ; Paint Night ; Peer Mentoring ; Seventh Grade Boston Trip ; STEMCON ; Student Council ; Student News ; Writer's Fair","BOKS, Boys Basketball, Coed Indoor Soccer, Girls Basketball, Mighty Milers, Young Runners",11373.0,40.733514,-73.87785699999999,13.8
24Q113,K-8,1928,Queens,Glendale,Q,24,P.S./I.S. 113 Anthony J. Pranzo,2018,884,49.7,50.3,6.1,1.6,41.4,1.1,49.8,15.2,6.0,46.4,178.0,95.12,4.77,0.0,235.7,240.35,"P.S./I.S. 113Q is a K-8 school that focuses on strong academics and discipline. Teachers in all grades have high expectations for their students and, with appropriate scaffolding and support, help students to unlock their potential.","78-23 87th Street, Queens NY 11385",schools.nyc.gov/SchoolPortals/24/Q113,8am-2:20pm,No,No,No,Yes—Saturday program for test prep,"Music, Visual Art",Beautiful Me Character Education Program ; Geek Squad ; Graduation Committee ; Greater Ridgewood Youth Council ; Green Conservation Team ; Inside Broadway ; National Junior Honor Society ; Student Council,"Flag Football, Tennis",11385.0,40.705515999999996,-73.862208,17.0
24Q119,K-8,1929,Queens,Glendale,Q,24,I.S. 119 The Glendale,2018,1275,50.9,49.1,27.1,2.0,29.600000000000005,2.1,39.3,9.1,2.5,73.4,178.0,95.76,4.16,0.0,238.35000000000002,253.15,"Parents and students value our focus on providing opportunities for students to become lifelong learners. Parents also appreciate that our challenging curricula prepare their children to become college- and career-ready. Our programs include performing arts, accelerated courses, and foreign languages.","74-01 78th Avenue, Queens NY 11385",psis119.org,8am-2:20pm,Yes—Top and bottom; specific colors or styles.,Yes,No,No,,Chess Club ; Dance ; Literary Newspaper ; Maspeth Town Hall After-School Program ; Math Club ; Performing Arts ; Robotics Club ; Student Council ; Technology Assistance ; Yearbook Committee,,11385.0,40.704406,-73.87518299999999,17.0
24Q125,Junior High-Intermediate-Middle,1925,Queens,Sunnyside,Q,24,I.S. 125 Thom J. McCann Woodside,2018,1509,48.7,51.300000000000004,39.0,1.9,53.2,0.7,5.2,16.6,16.6,73.8,178.0,95.23,4.77,0.0,221.6,229.6,"I.S. 125 is a well-developed school that provides instruction to a very diverse population of students from over 60 countries. Though a large school, we provide a safe, welcoming, and nurturing environment through our small learning communities. Students are divided into four houses with a dedicated assistant principal, guidance counselor, and dean. I.S. 125 offers an extensive arts program. Day and evening performances are offered throughout the school year. I.S. 125 has a unique accelerated program which provides the opportunity for gifted students to sit for Regents exams. Students graduate from I.S. 125 fully prepared for high school and, by extension, college and their career. Parents are an integral part of the I.S. 125 community. They are valued members of the School Leadership Team, PTA, and various other committees. We hold evening events, including a multicultural show and dinner. Weekly parent English as a New Language (ENL) and computer courses are offered.","46-02 47th Avenue, Queens NY 11377",is125q.org,8am-2:20pm,No,Yes–Before- and After-School,Yes,Yes–Saturday program,"Art, Chorus, Dance, Drama, Orchestra",Builders Club ; Debate Club ; Eighth Grade Overnight Trip ; It’s My Park Day ; Kiwanis Club ; Recycle a Bicycle ; Robotics Club ; Student Government ; Yearbook Club ,,11377.0,40.741131,-73.918945,15.8
24Q128,K-8,1951,Queens,Middle Village,Q,24,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",2018,952,50.2,49.8,3.9,0.6,19.7,0.6,75.1,13.600000000000001,3.4000000000000004,26.700000000000003,178.0,95.68,4.32,0.0,246.3,255.45,Our mission is to enable each student to attain his or her highest potential and prepare students to become successful and productive members of society. We firmly believe that all students have the ability to attain significant progress through a school-wide culture of learning. We challenge all students through a rigorous academic environment which promotes college- and career-readiness.,"69-10 65th Drive, Queens NY 11379",psis128q.org,8:10am-2:30pm,"Yes–Top and bottom, specific colors or styles",Yes–After-School,No,No,"Art, Library, Music, Technology",Academic Field Trips ; Dance ; National Junior Honor Society ; Robotics ; Theater,"Basketball, Soccer",11379.0,40.715344,-73.886215,16.1
24Q311,Junior High-Intermediate-Middle,2013,Queens,Corona,Q,24,Corona Arts & Sciences Academy,2018,761,51.2,48.8,1.3,1.8000000000000003,96.3,0.3,0.3,20.0,23.0,96.8,178.0,95.82,4.05,0.0,192.20000000000002,202.6,"Our students love our small-school feel. Our goal is to continue to create small learning communities where every adult knows your name. This allows our student body to understand that their teachers are tuning in and making decisions based on their individual needs as learners. Students are exposed to multiple arts disciplines. Parents and families of our students appreciate our open communication and dialogue with our staff regarding the needs and next steps of their children. Because of our small size, parents and families are able to participate in many student activities, performances, and parent workshop sessions. Students in our school begin sixth grade with a focus on taking Regents courses and/or the Language Proficiency Exam upon completion of eighth grade. In addition, they participate in hands-on learning that takes them beyond the walls of the classroom.","98-11 44th Avenue, Queens NY 11368",casa311.com,8am-2:20pm,Yes—Top and bottom; specific colors or styles.,Yes,Yes,Yes—Saturday program,"Academic Intervention Support Services, Film Studies, Health & Fitness, Mindfulness, Music/Chorus, Theater, Visual Art",Boys & Girls Clubs ; Daily After-School Program in collaboration with The Child Center of New York ; Dance ; League Basketball ; League Soccer ; League Volleyball ; Mighty Milers (through the NY Road Runners Club) ; Musical Theater with The Broadway Junior Guild (sponsored by the Schubert Foundation) ; Reading Buddies ; STEM Work with City Science ; Student Council ; Technology,"Basketball, Soccer, Volleyball",11368.0,40.745709000000005,-73.865329,12.7
24Q560,Secondary School,1996,Queens,Hunters Point-Sunnyside,Q,24,"Robert F. Wagner, Jr. Secondary School for Arts an",2018,649,45.6,54.400000000000006,22.8,5.4,53.900000000000006,2.0,15.9,16.6,2.8,73.0,179.0,88.24,6.04,5.73,263.15,267.75,"Our school is known for being academic, artistic, and athletic while providing a warm and welcoming community. Our teachers meet weekly to create rich, meaningful curricula. All students have a CORE teacher responsible for monitoring their progress. Our college- and career-readiness curriculum helps our students become competitive candidates for college and prepares them for the rigors of life after high school. Come to a place where people know you well and are dedicated to supporting your future goals. Many of our staff members have been here for more than 10 years and our graduates often come back and visit. Once you are part of the Wagner family, you will always be a part of the Wagner family!","47-07 30th Place, Queens NY 11101",rfwagner.org,8:30am-2:51pm,No,Yes,No,No,"Art, Music, Technology",Anime ; Art ; College Readiness ; Comic Book ; Gardening ; Foreign Film ; Field Trips to Museums and Galleries ; Music Composition ; National Honor Society/ARISTA ; Robotics ; School Leadership Team ; Student Talent Showcases ; Theater Program ; Tutoring ; SAT Prep ; Student Government ; Tech Team ; Yearbook; Yoga,Running Club,11101.0,40.742839000000004,-73.936782,16.1
25Q025,Junior High-Intermediate-Middle,1970,Queens,Auburndale,Q,25,I.S. 025 Adrien Block,2018,1053,45.2,54.79999999999999,55.60000000000001,1.9,23.1,1.6,17.9,14.899999999999999,12.0,54.79999999999999,178.0,96.86,3.14,0.0,241.95,245.35000000000002,"Adrien Block I.S. 25 offers a variety of classes for a diverse group of learners. All classes follow the Common Core and engage students in rigorous learning, preparing them for high school and beyond. I.S. 25 immerses our students in a college- and career-readiness program. The Performing Arts Program is an integral part of our school culture. Students have the opportunity to choose from Band, Chorus, Dance, Art, and Keyboard in grade six and develop their talent during their time at I.S. 25. We offer a School Enrichment Model (SEM) which provides enriched learning experiences where students engage in learning clusters based on their strengths and interests. Some clusters include: Computer Programming, Drama, Fashion Blogger, Stock Market, Sports Marketing, and Manga Anime. We partner with Greater Ridgewood Youth Council five days a week, 2:30pm-5:30pm. Activities include homework support, basketball, archery, art programs, community building, and STEM.","34-65 192nd Street, Queens NY 11358",adrienblockis25.com,8:10am-2:30pm,No,Yes,No,Yes—Saturday program,"Art, Band, Chorus, Dance, Keyboard",ARISTA ; Debate ; Ensemble Connect ; Korean Program ; Premier Chorus ; Student Government ; Urban Advantage,"Basketball, Soccer",11358.0,40.765133,-73.790083,19.8
25Q164,K-8,1949,Queens,Kew Gardens Hills,Q,25,P.S. 164 Queens Valley,2018,678,50.0,50.0,31.900000000000002,4.9,26.1,1.5,35.7,17.1,13.3,73.3,178.0,94.67,5.19,0.0,230.20000000000002,234.15000000000003,"A dedicated staff and small school environment offer individualized social, emotional, and academic support. Queens Valley School offers all students high quality, differentiated instruction to prepare them for high school as well as college and/or a career. We value our technology program which includes SMART Boards, computers, and a state of the art lab. We offer an accelerated Regents program to all eligible eighth grade students. Our web-based programs include Castle Learning, Ed Performance, GoMath, Code X, Flocabulary, and MyOn Reading. Our Talent program provides students with an innovative and in-depth study in visual arts, dance, drama, vocal music, and video production. In addition, we have added a Talent track in coding and publishing; this provides our students with an opportunity to develop skills in STEM, computer programming, and graphic design. It is a vibrant program that strives to encourage and facilitate an enriched and creative environment. Our teachers model their artistic process with commitment to scaffold instruction. We have had students place as both finalists and semifinalists in the P.S. Art city-wide competition since its inception 10 years ago.","138-01 77th Avenue, Queens NY 11367",psms164.com,8:10am-2:30pm,Yes,Yes,No,No,"American Heart Associations Jump Rope for Heart, ARISTA, Destiny Library Catalogue, NY Hall of Science, Online: World Book Encyclopedia, Peer Mediation, Rand McNally Classroom, JupiterGrades; School Initiatives: School Spirit Days, STEM Program, Student Government/Town Halls; Talent Electives include: Moving Image, Visual Arts, Dance, Theater, Vocal Music, Coding and Publishing; Urban Advantage, Yearbook,",After-School Homework Club ; Builders Club (works alongside the Student Council to plan and initiate school wide events) ; Cheerleading ; Debate Team ; Enrichment: Music ; Games and Robotics ; Guitar Lessons ; Regents Preparation ; Specialized High School Test Preparation,"Basketball, Running Club",11367.0,40.720924,-73.823362,13.1
